Id,Condition 1,Condition 2,Overall Qual,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Total Bsmt SF,1st Flr SF,Gr Liv Area,Kitchen Qual,Functional,Garage Finish,Garage Cars,Garage Area,SalePrice
2849,Feedr,Norm,6,TA,TA,CBlock,TA,TA,780.0,816,1340,TA,Typ,Unf,1.0,440.0,128000
1501,Norm,Norm,4,TA,TA,PConc,Not Applicable,Not Applicable,0.0,1152,1152,Fa,Typ,Not Applicable,0.0,0.0,82000
626,Norm,Norm,6,TA,Gd,CBlock,TA,TA,1562.0,1567,1567,Gd,Typ,Unf,2.0,542.0,256000
722,Artery,Norm,7,TA,Gd,PConc,TA,TA,650.0,832,1482,TA,Typ,Unf,2.0,324.0,143000
2260,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1689.0,1689,1689,Gd,Typ,Fin,2.0,433.0,231713
1639,Norm,Norm,5,TA,TA,CBlock,Gd,TA,1100.0,1424,1424,TA,Mod,Unf,3.0,828.0,155000
1603,Norm,Norm,5,TA,Gd,CBlock,TA,TA,816.0,816,816,TA,Typ,Unf,1.0,264.0,128500
1520,Norm,Norm,7,TA,TA,BrkTil,TA,TA,1228.0,1424,1424,TA,Typ,Unf,1.0,312.0,168000
1665,Norm,Norm,7,TA,TA,CBlock,TA,TA,725.0,725,1479,Gd,Typ,Fin,2.0,484.0,184000
2635,Artery,Norm,5,TA,TA,CBlock,TA,TA,1025.0,1025,1025,TA,Typ,Not Applicable,0.0,0.0,124000
581,PosA,Norm,6,TA,TA,CBlock,TA,TA,1442.0,1442,1442,TA,Typ,RFn,2.0,615.0,185000
2435,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1406.0,1454,1936,Gd,Typ,RFn,2.0,504.0,230500
2799,Norm,Norm,7,TA,TA,PConc,Gd,TA,1054.0,1070,1939,Gd,Typ,RFn,3.0,555.0,227000
883,Norm,Norm,6,Gd,TA,PConc,Gd,TA,738.0,738,1476,Gd,Typ,Fin,2.0,540.0,173500
2537,Feedr,Norm,5,TA,TA,CBlock,Gd,TA,833.0,898,898,TA,Typ,RFn,1.0,326.0,140000
1120,Feedr,Norm,8,Gd,TA,PConc,Ex,TA,1460.0,1460,1460,Gd,Typ,Fin,2.0,480.0,247000
774,Norm,Norm,6,TA,TA,CBlock,Gd,TA,456.0,1034,1034,TA,Typ,Fin,2.0,504.0,149900
1447,Norm,Norm,5,TA,TA,CBlock,Gd,TA,864.0,1174,1174,TA,Typ,Unf,2.0,528.0,158000
104,Norm,Norm,7,Gd,TA,PConc,Gd,TA,530.0,530,1080,Gd,Typ,RFn,2.0,496.0,147110
2694,Norm,Norm,6,TA,TA,BrkTil,TA,TA,780.0,780,1376,TA,Typ,Unf,1.0,198.0,119500
920,Norm,Norm,5,TA,TA,CBlock,TA,TA,840.0,840,1567,TA,Min2,Unf,2.0,440.0,205000
1951,Norm,Norm,5,TA,Gd,CBlock,Gd,TA,736.0,751,1534,Gd,Typ,Not Applicable,0.0,0.0,148000
9,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1595.0,1616,1616,Gd,Typ,RFn,2.0,608.0,236500
2848,Norm,Norm,5,TA,TA,BrkTil,Fa,TA,1058.0,1058,1551,Fa,Typ,Unf,1.0,240.0,137000
614,Norm,Norm,5,TA,TA,CBlock,TA,TA,960.0,960,960,TA,Typ,RFn,1.0,330.0,122000
1736,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1302.0,1302,1302,Gd,Typ,Fin,2.0,436.0,176485
2686,Norm,Norm,5,TA,TA,BrkTil,TA,TA,816.0,816,816,TA,Typ,Unf,1.0,210.0,109000
2257,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1502.0,1502,1502,Gd,Typ,Fin,1.0,286.0,330000
1284,Artery,Norm,6,TA,TA,PConc,TA,TA,192.0,1133,1133,TA,Typ,Unf,1.0,308.0,143000
1765,Norm,Norm,9,Gd,TA,PConc,Ex,TA,1408.0,1671,3078,Gd,Typ,Fin,3.0,806.0,410000
1811,Norm,Norm,6,Gd,Gd,PConc,Gd,Gd,928.0,936,1721,Gd,Typ,RFn,2.0,471.0,201000
2603,Norm,Norm,4,TA,TA,BrkTil,Fa,TA,1077.0,981,1760,TA,Typ,Unf,2.0,648.0,80000
2220,Norm,Norm,6,TA,TA,CBlock,TA,TA,1028.0,1436,2320,Gd,Typ,Unf,1.0,180.0,259500
2273,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1122.0,1146,2486,Gd,Typ,Fin,2.0,452.0,279900
163,Norm,Norm,5,TA,TA,CBlock,TA,TA,1246.0,1246,1246,Gd,Typ,RFn,1.0,305.0,154000
2116,Norm,Norm,6,Gd,TA,CBlock,Gd,TA,1444.0,1444,2144,Gd,Typ,Fin,2.0,389.0,277000
2734,Norm,Norm,5,TA,TA,BrkTil,TA,TA,799.0,799,1150,TA,Mod,Unf,1.0,215.0,128000
426,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1566.0,1600,1600,Gd,Typ,RFn,3.0,890.0,256300
2216,Norm,Norm,4,TA,Gd,BrkTil,TA,Gd,930.0,1230,1755,Gd,Typ,Unf,1.0,231.0,188000
2900,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1800.0,1800,1800,Gd,Typ,Fin,3.0,765.0,312500
97,Norm,Norm,7,Gd,TA,PConc,Gd,TA,600.0,600,1200,Gd,Typ,RFn,2.0,480.0,151000
1680,Norm,Norm,5,TA,TA,CBlock,TA,TA,765.0,765,1365,TA,Min1,Unf,2.0,440.0,122500
1133,Norm,Norm,6,Gd,TA,PConc,Gd,TA,835.0,835,1696,Gd,Typ,RFn,2.0,542.0,188000
2761,Norm,Norm,7,Gd,TA,PConc,Gd,TA,945.0,945,1809,Gd,Typ,RFn,2.0,638.0,209700
1642,Norm,Norm,8,Gd,TA,PConc,Ex,Gd,2220.0,2234,2234,Gd,Typ,RFn,2.0,724.0,441929
1141,Norm,Norm,6,Gd,TA,PConc,Gd,TA,886.0,886,1680,Gd,Typ,RFn,2.0,474.0,163000
2118,Norm,Norm,6,TA,TA,CBlock,TA,Fa,832.0,976,2087,Gd,Typ,Fin,2.0,444.0,187500
870,Feedr,Norm,8,Gd,TA,PConc,Gd,TA,1462.0,1513,1513,Gd,Typ,Fin,2.0,521.0,220000
1875,Norm,Norm,5,TA,TA,CBlock,TA,TA,949.0,1107,1107,Gd,Typ,RFn,1.0,308.0,127000
155,Norm,Norm,5,TA,TA,Slab,Not Applicable,Not Applicable,0.0,827,827,TA,Mod,Unf,1.0,392.0,107500
1318,Norm,Norm,6,TA,TA,CBlock,TA,TA,742.0,742,1484,TA,Typ,Not Applicable,0.0,0.0,128000
1285,Artery,Norm,5,TA,TA,BrkTil,Fa,TA,680.0,764,764,TA,Typ,Unf,2.0,504.0,73000
2400,Norm,Norm,9,Gd,TA,PConc,Ex,TA,1792.0,1792,1792,Ex,Typ,Fin,3.0,874.0,374000
1068,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1479.0,1515,2649,Gd,Typ,Fin,3.0,746.0,421250
361,Norm,Norm,6,TA,TA,PConc,Gd,TA,808.0,808,1593,TA,Typ,RFn,2.0,389.0,178000
1493,Norm,Norm,4,TA,TA,CBlock,Gd,TA,1138.0,1181,1181,TA,Typ,RFn,2.0,588.0,137500
1110,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1986.0,1987,1987,Gd,Typ,Fin,2.0,691.0,301500
911,Feedr,Norm,6,TA,TA,BrkTil,TA,TA,583.0,647,1242,TA,Typ,Unf,1.0,180.0,105000
2535,Feedr,Norm,6,TA,TA,CBlock,TA,TA,976.0,976,976,Gd,Typ,RFn,2.0,504.0,157500
2030,Norm,Norm,5,TA,TA,CBlock,TA,TA,969.0,969,1214,TA,Typ,Unf,1.0,216.0,117000
2634,Artery,Norm,5,TA,TA,CBlock,TA,TA,864.0,864,864,TA,Typ,Unf,1.0,336.0,105000
1530,Norm,Norm,6,TA,TA,BrkTil,TA,TA,1064.0,1166,1639,TA,Maj2,Unf,1.0,240.0,115000
435,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1736.0,1736,1736,Ex,Typ,RFn,3.0,834.0,360000
812,Norm,Norm,5,TA,TA,Slab,Not Applicable,Not Applicable,0.0,1535,1535,TA,Typ,Unf,2.0,400.0,118858
1202,Feedr,Norm,6,TA,TA,CBlock,TA,TA,800.0,800,1632,Gd,Typ,Unf,2.0,484.0,173000
666,Norm,Norm,3,TA,TA,BrkTil,TA,TA,630.0,725,725,TA,Typ,Unf,1.0,320.0,78500
1751,Norm,Norm,7,Gd,TA,PConc,Gd,TA,840.0,840,1720,Gd,Typ,Fin,2.0,440.0,183500
705,Norm,Norm,4,Fa,TA,CBlock,Fa,TA,936.0,936,936,TA,Min2,Unf,2.0,576.0,93000
1744,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1406.0,1589,1589,Gd,Typ,Fin,3.0,630.0,226500
357,Norm,Norm,6,Gd,TA,PConc,Gd,TA,799.0,799,1571,TA,Typ,RFn,2.0,380.0,178000
2133,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1453.0,1479,1479,Gd,Typ,RFn,2.0,558.0,226000
989,Norm,Norm,5,Gd,Ex,CBlock,TA,TA,784.0,784,1632,TA,Typ,RFn,2.0,898.0,173000
562,Norm,Norm,5,TA,TA,CBlock,TA,TA,864.0,864,864,TA,Typ,Unf,1.0,360.0,62383
1054,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1452.0,1476,2713,Ex,Typ,Fin,3.0,858.0,446261
2850,Feedr,Norm,7,TA,TA,BrkTil,TA,TA,624.0,743,1479,Gd,Typ,Unf,1.0,312.0,160000
1082,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1393.0,1576,1576,Gd,Typ,RFn,3.0,668.0,219990
1440,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1468.0,1479,1479,Gd,Typ,RFn,2.0,577.0,191000
2006,Norm,Norm,5,TA,Gd,PConc,TA,TA,756.0,916,1060,TA,Mod,Unf,1.0,308.0,136500
2082,Norm,Norm,4,TA,TA,Slab,Not Applicable,Not Applicable,0.0,943,943,Gd,Min2,Unf,1.0,308.0,80000
2344,Norm,Norm,7,Gd,Gd,PConc,Gd,Gd,1204.0,1377,2183,Gd,Typ,Unf,3.0,786.0,229000
248,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1050.0,1062,1949,Gd,Typ,Fin,2.0,574.0,236000
2276,PosA,PosA,10,Ex,TA,PConc,Ex,TA,1824.0,1824,1824,Ex,Typ,Fin,3.0,932.0,392000
755,Norm,Norm,6,TA,TA,CBlock,TA,Fa,720.0,1146,1930,TA,Typ,Unf,1.0,316.0,149000
1178,Norm,Norm,10,Ex,TA,PConc,Gd,TA,970.0,1469,2393,Ex,Typ,Fin,2.0,846.0,345000
2636,Norm,Norm,5,Gd,Gd,PConc,Fa,TA,716.0,1007,2014,TA,Typ,Unf,2.0,624.0,169000
2077,Feedr,Norm,4,TA,TA,CBlock,TA,TA,484.0,1242,1242,TA,Mod,Unf,1.0,336.0,109900
2930,Norm,Norm,7,TA,TA,PConc,Gd,TA,996.0,996,2000,TA,Typ,Fin,3.0,650.0,188000
737,Norm,Norm,6,TA,Fa,CBlock,TA,TA,780.0,825,1412,TA,Typ,Unf,1.0,280.0,132500
837,Norm,Norm,5,TA,Gd,PConc,TA,TA,990.0,990,990,TA,Typ,RFn,1.0,440.0,143000
2086,Norm,Norm,5,TA,TA,CBlock,Fa,TA,1342.0,1342,1342,TA,Typ,Unf,1.0,256.0,125000
2385,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1868.0,1868,1868,Ex,Typ,Fin,3.0,1085.0,415000
189,Norm,Norm,4,TA,TA,CBlock,Fa,TA,622.0,741,1363,TA,Typ,Unf,2.0,528.0,125500
635,Feedr,Norm,6,TA,TA,CBlock,TA,TA,1240.0,1632,1632,TA,Min1,RFn,1.0,338.0,139000
432,Norm,Norm,10,Ex,TA,PConc,Ex,TA,1722.0,1728,2296,Ex,Typ,RFn,3.0,842.0,451950
900,Norm,Norm,5,TA,TA,CBlock,TA,TA,1678.0,1678,1678,TA,Typ,Not Applicable,0.0,0.0,119900
966,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1267.0,1296,1296,Gd,Typ,Fin,2.0,471.0,220000
1612,Norm,Norm,6,TA,TA,CBlock,TA,TA,1587.0,1587,1587,TA,Typ,Unf,2.0,525.0,167300
904,Norm,Norm,5,TA,TA,CBlock,TA,TA,720.0,854,1298,TA,Typ,Unf,1.0,256.0,122000
2487,RRAe,Norm,5,TA,TA,CBlock,TA,TA,1728.0,1728,1728,TA,Typ,Unf,2.0,504.0,125000
1304,Norm,Norm,5,TA,TA,CBlock,TA,TA,928.0,928,928,TA,Typ,Fin,1.0,288.0,112500
2112,Norm,Norm,7,Gd,TA,PConc,Gd,TA,879.0,879,1795,Gd,Typ,RFn,2.0,578.0,191000
1244,Norm,Norm,6,TA,Gd,CBlock,TA,TA,1080.0,1080,1080,TA,Typ,Unf,1.0,288.0,136000
843,Norm,Norm,7,TA,TA,PConc,Gd,TA,866.0,866,1779,Gd,Typ,RFn,2.0,546.0,197900
2689,Feedr,Norm,6,TA,Gd,CBlock,TA,Fa,485.0,1001,1635,Gd,Typ,Unf,1.0,255.0,117000
2753,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1199.0,1220,1220,Gd,Typ,RFn,2.0,632.0,194000
1169,Norm,Norm,9,Gd,TA,PConc,Ex,TA,1310.0,1310,1310,Gd,Typ,RFn,2.0,545.0,285000
1376,Norm,Norm,5,TA,Gd,BrkTil,TA,TA,644.0,808,1355,TA,Typ,Not Applicable,0.0,0.0,127500
2503,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1095.0,1166,2295,Gd,Typ,RFn,2.0,590.0,268000
1987,Artery,Norm,4,TA,TA,PConc,TA,TA,1075.0,1156,1798,TA,Typ,Unf,2.0,342.0,137000
1190,Norm,Norm,7,TA,TA,CBlock,TA,TA,1620.0,1620,1620,Gd,Typ,Unf,2.0,578.0,215000
1930,Norm,Norm,5,TA,TA,CBlock,TA,TA,1216.0,1216,1216,TA,Typ,RFn,1.0,336.0,129500
2677,Norm,Norm,5,TA,TA,BrkTil,Gd,TA,896.0,896,1344,TA,Typ,Unf,1.0,240.0,115000
1256,Norm,Norm,5,TA,Gd,PConc,TA,TA,747.0,747,1159,TA,Typ,Unf,1.0,288.0,114000
2484,Norm,Norm,4,TA,TA,CBlock,TA,TA,1056.0,1056,1056,TA,Typ,Unf,1.0,384.0,107000
1253,Norm,Norm,5,TA,TA,CBlock,TA,TA,832.0,832,1216,TA,Typ,Unf,1.0,336.0,118500
1337,Norm,Norm,6,TA,TA,BrkTil,TA,TA,862.0,950,1158,TA,Typ,RFn,1.0,208.0,120000
1788,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1538.0,1538,1538,Gd,Typ,RFn,2.0,484.0,260000
141,Norm,Norm,5,TA,TA,CBlock,TA,TA,1143.0,1143,1143,TA,Typ,RFn,1.0,308.0,136000
1669,Norm,Norm,4,TA,TA,CBlock,TA,TA,858.0,872,872,TA,Typ,Unf,4.0,480.0,123000
1366,Artery,Norm,6,TA,Fa,CBlock,TA,TA,319.0,1035,1406,Fa,Typ,Not Applicable,0.0,0.0,89500
52,Norm,Norm,6,Gd,TA,PConc,Gd,TA,1324.0,1324,1324,Gd,Typ,Fin,2.0,430.0,199500
1380,Norm,Norm,5,TA,TA,PConc,TA,TA,876.0,904,904,TA,Typ,Unf,1.0,408.0,109900
919,Norm,Norm,7,Gd,TA,BrkTil,Gd,TA,1276.0,1276,2080,Gd,Typ,Unf,1.0,282.0,234000
2804,Norm,Norm,6,Gd,TA,PConc,Gd,TA,848.0,848,848,Gd,Typ,RFn,2.0,420.0,155900
782,Norm,Norm,4,TA,TA,CBlock,TA,TA,1104.0,1104,1788,TA,Min2,Unf,1.0,304.0,161500
956,Norm,Norm,6,TA,TA,CBlock,TA,TA,819.0,1344,1344,Gd,Typ,RFn,2.0,525.0,137500
187,Norm,Norm,5,TA,Fa,BrkTil,TA,TA,840.0,1128,2256,Fa,Typ,Not Applicable,0.0,0.0,76500
2074,Norm,Norm,6,Gd,TA,PConc,Gd,TA,1151.0,1164,2060,TA,Typ,Unf,2.0,521.0,211000
1039,Norm,Norm,6,Gd,TA,PConc,Gd,TA,1405.0,1337,1337,Gd,Typ,Fin,2.0,511.0,181000
1210,Norm,Norm,6,TA,TA,CBlock,TA,TA,1127.0,1165,1165,TA,Typ,RFn,2.0,490.0,174900
2710,Norm,Norm,5,TA,TA,CBlock,TA,TA,1164.0,1320,1320,TA,Typ,RFn,2.0,564.0,164500
44,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1517.0,1535,1535,Gd,Typ,RFn,2.0,532.0,214000
1026,Norm,Norm,7,TA,TA,CBlock,Gd,TA,738.0,1277,2044,TA,Min1,Unf,2.0,489.0,185000
1343,Norm,Norm,4,TA,TA,PConc,TA,TA,704.0,624,1136,TA,Typ,Unf,1.0,336.0,123000
2248,Norm,Norm,6,TA,TA,CBlock,Gd,TA,1001.0,1299,1299,Gd,Typ,RFn,2.0,486.0,183500
1849,Norm,Norm,8,Gd,TA,PConc,Gd,TA,776.0,764,1441,Gd,Typ,Unf,2.0,492.0,174000
2076,Norm,Norm,5,TA,TA,CBlock,TA,TA,1073.0,1630,1630,TA,Mod,Unf,2.0,649.0,130000
2641,Norm,Norm,7,TA,TA,BrkTil,TA,Gd,728.0,832,1641,Ex,Typ,Unf,2.0,546.0,178000
5,Norm,Norm,5,TA,TA,PConc,Gd,TA,928.0,928,1629,TA,Typ,Fin,2.0,482.0,189900
878,Norm,Norm,6,Gd,TA,PConc,Gd,TA,848.0,848,848,Gd,Typ,Fin,2.0,420.0,144000
1548,Norm,Norm,6,Gd,Gd,BrkTil,TA,TA,816.0,816,816,TA,Typ,Unf,1.0,432.0,120500
841,Norm,Norm,5,TA,TA,PConc,Gd,TA,1097.0,1097,1097,TA,Typ,Unf,2.0,672.0,145000
1621,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1494.0,1652,1652,Ex,Typ,RFn,2.0,499.0,251000
218,Norm,Norm,4,TA,TA,CBlock,TA,TA,1768.0,1768,1768,TA,Typ,Not Applicable,0.0,0.0,136500
1504,Norm,Norm,4,TA,TA,Slab,Not Applicable,Not Applicable,0.0,1152,1152,TA,Typ,Not Applicable,0.0,0.0,82500
946,Norm,Norm,2,Fa,Fa,CBlock,Not Applicable,Not Applicable,0.0,810,810,TA,Min1,Unf,1.0,280.0,57625
455,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1350.0,1358,1358,Gd,Typ,RFn,2.0,484.0,212500
2906,Norm,Norm,6,TA,TA,PConc,Ex,TA,1216.0,1216,1216,TA,Typ,Unf,2.0,402.0,164000
2878,Norm,Norm,6,TA,TA,CBlock,TA,TA,967.0,967,1638,Gd,Typ,Unf,1.0,384.0,139000
1173,Norm,Norm,7,Gd,TA,PConc,Gd,TA,600.0,624,1252,Gd,Typ,Unf,2.0,462.0,160000
985,Norm,Norm,5,TA,TA,PConc,Gd,TA,828.0,883,883,TA,Typ,Unf,2.0,698.0,149000
975,Norm,Norm,5,TA,TA,CBlock,TA,TA,864.0,874,874,TA,Typ,RFn,1.0,288.0,130000
202,RRAn,Feedr,7,TA,TA,BrkTil,TA,TA,576.0,902,1710,TA,Typ,Unf,2.0,480.0,140000
528,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1836.0,1836,1836,Gd,Typ,Fin,2.0,517.0,264500
2579,Norm,Norm,5,TA,TA,CBlock,TA,TA,1092.0,1092,1092,TA,Typ,Fin,1.0,299.0,141000
1841,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1241.0,1241,1241,Gd,Typ,Fin,2.0,569.0,199900
591,Norm,Norm,6,TA,TA,CBlock,Gd,TA,1350.0,1334,1334,TA,Typ,RFn,2.0,630.0,167900
1897,Norm,Norm,6,TA,TA,CBlock,TA,TA,1144.0,1429,1429,Gd,Typ,Unf,2.0,572.0,181900
70,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1566.0,1566,1566,Gd,Typ,RFn,2.0,750.0,262500
590,Norm,Norm,7,TA,Gd,PConc,Gd,TA,908.0,1316,2288,Gd,Typ,RFn,2.0,520.0,230000
1172,Norm,Norm,9,Gd,TA,PConc,Ex,TA,1698.0,1709,1709,Gd,Typ,Fin,2.0,506.0,328900
1714,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1721.0,1721,1721,Gd,Typ,RFn,2.0,554.0,232698
829,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1254.0,1254,1254,Gd,Typ,RFn,3.0,810.0,221800
1397,Norm,Norm,5,TA,TA,BrkTil,TA,TA,576.0,864,1350,Gd,Min1,Unf,3.0,627.0,152400
877,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1630.0,1630,1630,Gd,Typ,Unf,2.0,451.0,213000
2477,Norm,Norm,7,Gd,TA,PConc,Gd,TA,784.0,831,1585,Gd,Typ,RFn,2.0,449.0,184900
2871,Norm,Norm,5,TA,TA,CBlock,TA,TA,1165.0,1336,1336,TA,Typ,Unf,1.0,375.0,157000
2489,Norm,Norm,5,TA,TA,CBlock,TA,TA,864.0,1211,1211,TA,Min1,Unf,2.0,576.0,144000
1655,Norm,Norm,6,TA,TA,CBlock,Gd,TA,1259.0,1353,1353,TA,Typ,RFn,2.0,478.0,192350
1891,Norm,Norm,7,TA,TA,CBlock,TA,TA,1174.0,1200,1200,TA,Typ,RFn,2.0,440.0,163500
1419,Norm,Norm,7,TA,TA,PConc,Gd,TA,1475.0,1532,2329,Gd,Typ,Unf,2.0,514.0,262280
1473,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1536.0,1536,1536,Gd,Typ,RFn,2.0,532.0,214000
2868,Norm,Norm,6,TA,TA,PConc,TA,TA,1073.0,1811,1811,Ex,Typ,Fin,2.0,470.0,230000
1695,Norm,Norm,7,Gd,TA,PConc,Ex,Gd,1063.0,1071,2172,Gd,Typ,RFn,3.0,947.0,280000
2244,Norm,Norm,4,TA,TA,CBlock,TA,TA,1073.0,1073,1073,TA,Typ,Unf,2.0,720.0,140000
169,PosN,Norm,6,TA,TA,CBlock,TA,TA,756.0,1051,1839,TA,Typ,Unf,2.0,442.0,155000
2670,Norm,Norm,3,Fa,Fa,BrkTil,TA,Fa,1020.0,1020,1020,Fa,Typ,Not Applicable,0.0,0.0,64500
247,Norm,Norm,6,Gd,Gd,PConc,Gd,TA,946.0,964,1802,Gd,Typ,RFn,4.0,1017.0,218000
2137,Norm,Norm,5,TA,TA,CBlock,TA,Ex,995.0,1009,1009,TA,Typ,Unf,2.0,576.0,160000
1794,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1338.0,1338,1338,Gd,Typ,RFn,2.0,598.0,208900
1498,Norm,Norm,5,TA,TA,Slab,Not Applicable,Not Applicable,0.0,3820,3820,Ex,Typ,Unf,2.0,624.0,284700
1164,Norm,Norm,7,Gd,TA,PConc,Gd,TA,689.0,703,1392,Gd,Typ,Unf,2.0,540.0,146000
1179,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1260.0,1288,1288,Ex,Typ,Fin,2.0,500.0,245500
1340,Norm,Norm,6,TA,TA,BrkTil,TA,TA,992.0,1013,1013,TA,Typ,Unf,1.0,160.0,113000
436,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1782.0,1782,1782,Gd,Typ,Fin,3.0,932.0,296000
1636,Norm,Norm,9,Gd,TA,PConc,Ex,TA,1922.0,1922,1922,Gd,Typ,Fin,3.0,676.0,377426
421,Norm,Norm,10,Ex,TA,PConc,Ex,TA,1700.0,1718,1718,Ex,Typ,Fin,3.0,786.0,337500
457,Norm,Norm,10,Ex,TA,PConc,Ex,TA,2492.0,2492,2492,Ex,Typ,Fin,3.0,949.0,552000
2834,Norm,Norm,4,TA,Gd,CBlock,Fa,TA,624.0,624,936,TA,Typ,Unf,1.0,265.0,97900
517,Norm,Norm,6,Gd,TA,PConc,Gd,TA,1218.0,1218,1218,Gd,Typ,Fin,2.0,676.0,208300
1566,Norm,Norm,7,TA,TA,PConc,Gd,TA,910.0,910,1820,Gd,Typ,Unf,3.0,816.0,213000
1439,Norm,Norm,7,TA,TA,PConc,Gd,TA,880.0,880,1724,Gd,Typ,Fin,2.0,527.0,188000
2577,Feedr,Norm,6,TA,TA,CBlock,TA,TA,1121.0,1336,1336,TA,Typ,RFn,2.0,488.0,162000
2241,Norm,Norm,5,TA,TA,CBlock,TA,TA,910.0,910,1558,TA,Typ,Unf,1.0,282.0,152000
71,Norm,Norm,7,Gd,TA,PConc,Gd,TA,991.0,991,1947,Gd,Typ,RFn,2.0,678.0,254900
1143,Norm,Norm,7,Gd,TA,PConc,Gd,TA,832.0,832,1657,Gd,Typ,RFn,2.0,483.0,189000
1021,Norm,Norm,7,Gd,Gd,CBlock,Gd,TA,2048.0,2064,2064,Gd,Typ,Fin,2.0,550.0,235000
1416,Norm,Norm,5,TA,TA,CBlock,TA,TA,1164.0,1164,1164,TA,Typ,Unf,1.0,240.0,125000
35,Norm,Norm,7,TA,TA,CBlock,Gd,TA,836.0,836,836,TA,Typ,Unf,1.0,308.0,120000
2904,Artery,Norm,1,TA,Fa,CBlock,Not Applicable,Not Applicable,0.0,1600,1600,TA,Mod,Unf,1.0,270.0,81500
2174,Norm,Norm,6,TA,Gd,CBlock,Gd,TA,816.0,816,816,TA,Typ,Not Applicable,0.0,0.0,118500
522,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1766.0,1766,1766,Ex,Typ,Fin,3.0,478.0,370878
2211,Norm,Norm,5,TA,TA,CBlock,TA,TA,1001.0,1001,2002,TA,Typ,Unf,3.0,871.0,145000
1539,Norm,Norm,7,Gd,Gd,CBlock,TA,TA,798.0,1137,1954,Gd,Typ,Unf,2.0,431.0,311500
2420,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1220.0,1364,1364,Gd,Typ,Fin,2.0,437.0,210250
2779,Norm,Norm,7,Gd,TA,PConc,Gd,TA,916.0,920,1861,Gd,Typ,RFn,2.0,492.0,200000
953,Norm,Norm,5,TA,TA,CBlock,Not Applicable,Not Applicable,0.0,1302,1734,Gd,Typ,Unf,2.0,539.0,126000
658,Norm,Norm,4,Gd,Gd,BrkTil,Fa,TA,405.0,717,1039,TA,Typ,Unf,1.0,281.0,114000
714,Norm,Norm,4,Gd,Gd,BrkTil,Fa,TA,677.0,833,1510,Gd,Typ,Unf,2.0,720.0,87500
1637,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1149.0,1164,2541,Ex,Typ,Fin,3.0,729.0,349265
538,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1512.0,1512,1512,Gd,Typ,RFn,3.0,845.0,203000
546,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1454.0,1434,1434,Gd,Typ,RFn,2.0,527.0,189000
533,Norm,Norm,7,Gd,TA,PConc,Gd,TA,812.0,812,1653,Gd,Typ,RFn,2.0,628.0,209000
718,Artery,Norm,6,TA,TA,BrkTil,Fa,Gd,917.0,1090,2007,Ex,Typ,Unf,1.0,357.0,160000
1830,RRAe,Norm,5,TA,TA,CBlock,Fa,TA,1037.0,1037,1037,TA,Typ,RFn,2.0,431.0,129000
2929,Norm,Norm,5,TA,TA,CBlock,Gd,TA,1389.0,1389,1389,TA,Typ,RFn,2.0,418.0,170000
2207,Norm,Norm,5,TA,TA,PConc,TA,TA,440.0,694,694,Gd,Typ,Unf,1.0,352.0,90350
1417,Artery,Norm,6,TA,TA,BrkTil,TA,TA,572.0,572,1096,TA,Typ,Not Applicable,0.0,0.0,79000
